sku,product_name,category,group,subgroup,brand,base_price,initial_ticket_price,costos
GROPACA002,FreshPick Natural Canned Goods,Groceries,Pantry,Canned Goods,FreshPick,11.31,12.71,8.94
GROPACA003,PantryBasics Classic Canned Goods,Groceries,Pantry,Canned Goods,PantryBasics,8.37,10.32,7.0
GROPACA004,TastyBites Classic Canned Goods,Groceries,Pantry,Canned Goods,TastyBites,11.31,13.73,9.4
GROPACA005,TastyBites Premium Canned Goods,Groceries,Pantry,Canned Goods,TastyBites,10.06,11.7,7.69
GROPACA006,MarketEssentials Fresh Canned Goods,Groceries,Pantry,Canned Goods,MarketEssentials,9.73,11.87,7.94
GROPACA007,GoodEats Organic Canned Goods,Groceries,Pantry,Canned Goods,GoodEats,11.56,14.12,8.86
GROPACA008,TastyBites Fresh Canned Goods,Groceries,Pantry,Canned Goods,TastyBites,10.51,13.04,8.29
GROPACA009,GoodEats Organic Canned Goods,Groceries,Pantry,Canned Goods,GoodEats,8.94,10.02,6.95
GROPACA010,FreshPick Organic Canned Goods,Groceries,Pantry,Canned Goods,FreshPick,9.53,11.72,7.37
GROPACA011,FreshPick Classic Canned Goods,Groceries,Pantry,Canned Goods,FreshPick,11.79,14.72,9.32
GROPACA012,PantryBasics Natural Canned Goods,Groceries,Pantry,Canned Goods,PantryBasics,10.02,11.16,7.96
GROPACA013,GoodEats Premium Canned Goods,Groceries,Pantry,Canned Goods,GoodEats,9.01,10.76,6.79
GROPACA014,MarketEssentials Natural Canned Goods,Groceries,Pantry,Canned Goods,MarketEssentials,8.17,9.44,5.89
GROPACA015,MarketEssentials Natural Canned Goods,Groceries,Pantry,Canned Goods,MarketEssentials,11.87,14.21,8.9
GROPACA016,FreshPick Gourmet Canned Goods,Groceries,Pantry,Canned Goods,FreshPick,8.78,10.15,6.95
GROPABA001,MarketEssentials Fresh Baking,Groceries,Pantry,Baking,MarketEssentials,8.82,9.71,6.86
GROPABA002,PantryBasics Natural Baking,Groceries,Pantry,Baking,PantryBasics,8.02,8.88,5.88
GROPABA003,PantryBasics Fresh Baking,Groceries,Pantry,Baking,PantryBasics,8.42,10.62,6.32
GROPABA004,TastyBites Organic Baking,Groceries,Pantry,Baking,TastyBites,10.28,11.91,7.98
GROPABA005,FreshPick Organic Baking,Groceries,Pantry,Baking,FreshPick,11.72,13.09,8.9
GROPABA006,PantryBasics Organic Baking,Groceries,Pantry,Baking,PantryBasics,10.46,12.23,7.5
GROPABA007,GoodEats Premium Baking,Groceries,Pantry,Baking,GoodEats,10.02,12.01,8.33
GROPABA008,MarketEssentials Gourmet Baking,Groceries,Pantry,Baking,MarketEssentials,10.8,12.16,9.17
GROPABA009,TastyBites Fresh Baking,Groceries,Pantry,Baking,TastyBites,9.09,10.77,6.9
GROPABA010,GoodEats Gourmet Baking,Groceries,Pantry,Baking,GoodEats,9.63,11.97,8.06
GROPABA011,PantryBasics Gourmet Baking,Groceries,Pantry,Baking,PantryBasics,10.42,13.18,7.78
GROPABA012,FreshPick Premium Baking,Groceries,Pantry,Baking,FreshPick,11.81,12.99,9.72
GROPABA013,MarketEssentials Classic Baking,Groceries,Pantry,Baking,MarketEssentials,10.54,12.13,7.46
GROPABA014,GoodEats Gourmet Baking,Groceries,Pantry,Baking,GoodEats,8.23,10.18,6.51
GROPABA015,GoodEats Classic Baking,Groceries,Pantry,Baking,GoodEats,8.45,10.07,6.4
GROPABA016,TastyBites Premium Baking,Groceries,Pantry,Baking,TastyBites,9.47,11.21,6.8
GROPABA017,PantryBasics Fresh Baking,Groceries,Pantry,Baking,PantryBasics,10.99,12.27,7.81
GROPABA018,FreshPick Classic Baking,Groceries,Pantry,Baking,FreshPick,9.41,11.61,7.92
GROPABA019,GoodEats Natural Baking,Groceries,Pantry,Baking,GoodEats,10.7,13.05,8.07
GROPABA020,TastyBites Fresh Baking,Groceries,Pantry,Baking,TastyBites,8.03,10.3,6.39
TOYEDLE001,ImagineThat Adventure Learning,Toys,Educational,Learning,ImagineThat,31.34,39.01,18.01
TOYEDLE002,ImagineThat Super Learning,Toys,Educational,Learning,ImagineThat,25.44,28.32,14.77
TOYEDLE003,ToyWorld Smart Learning,Toys,Educational,Learning,ToyWorld,30.4,33.51,13.02
TOYEDLE004,ImagineThat Fun Learning,Toys,Educational,Learning,ImagineThat,29.05,34.78,13.34
TOYEDLE005,PlayFun Creative Learning,Toys,Educational,Learning,PlayFun,30.92,34.77,12.64
TOYEDLE006,ToyWorld Junior Learning,Toys,Educational,Learning,ToyWorld,30.69,38.24,14.38
TOYEDLE007,ToyWorld Super Learning,Toys,Educational,Learning,ToyWorld,31.82,39.41,18.11
TOYEDST001,ToyWorld Junior STEM,Toys,Educational,STEM,ToyWorld,29.15,33.67,15.58
TOYEDST002,ImagineThat Junior STEM,Toys,Educational,STEM,ImagineThat,27.67,32.9,15.43
TOYEDST003,PlayFun Junior STEM,Toys,Educational,STEM,PlayFun,33.57,42.68,18.95
TOYEDST004,ToyWorld Adventure STEM,Toys,Educational,STEM,ToyWorld,34.99,40.72,17.01
TOYEDST005,ImagineThat Junior STEM,Toys,Educational,STEM,ImagineThat,30.98,37.8,14.69
TOYEDST006,ToyWorld Adventure STEM,Toys,Educational,STEM,ToyWorld,32.46,38.13,17.45
TOYEDST007,KidJoy Creative STEM,Toys,Educational,STEM,KidJoy,25.99,29.33,12.64
TOYEDST008,ImagineThat Fun STEM,Toys,Educational,STEM,ImagineThat,34.67,39.21,16.27
TOYEDAR001,ToyWorld Creative Arts & Crafts,Toys,Educational,Arts & Crafts,ToyWorld,24.3,29.82,12.86
TOYEDAR002,ImagineThat Super Arts & Crafts,Toys,Educational,Arts & Crafts,ImagineThat,28.08,33.19,11.63
TOYEDAR003,ToyWorld Adventure Arts & Crafts,Toys,Educational,Arts & Crafts,ToyWorld,27.73,33.86,14.84
TOYEDAR004,ImagineThat Adventure Arts & Crafts,Toys,Educational,Arts & Crafts,ImagineThat,28.37,36.81,12.58
TOYEDAR005,ImagineThat Junior Arts & Crafts,Toys,Educational,Arts & Crafts,ImagineThat,29.44,33.21,15.83
TOYEDAR006,ImagineThat Fun Arts & Crafts,Toys,Educational,Arts & Crafts,ImagineThat,29.82,35.81,12.09
TOYEDAR007,PlayFun Fun Arts & Crafts,Toys,Educational,Arts & Crafts,PlayFun,35.56,39.39,16.95
TOYEDAR008,PlayFun Adventure Arts & Crafts,Toys,Educational,Arts & Crafts,PlayFun,24.36,27.58,11.64
TOYEDAR009,ImagineThat Junior Arts & Crafts,Toys,Educational,Arts & Crafts,ImagineThat,24.27,28.93,13.38
TOYEDAR010,ToyWorld Creative Arts & Crafts,Toys,Educational,Arts & Crafts,ToyWorld,27.46,30.85,15.93
TOYACFI001,ImagineThat Adventure Figures,Toys,Action,Figures,ImagineThat,35.46,45.31,16.41
TOYACFI002,PlayFun Smart Figures,Toys,Action,Figures,PlayFun,31.22,40.49,17.65
TOYACFI003,ImagineThat Junior Figures,Toys,Action,Figures,ImagineThat,27.45,32.34,16.26
TOYACFI004,KidJoy Smart Figures,Toys,Action,Figures,KidJoy,28.62,34.58,13.39
TOYACFI005,ToyWorld Adventure Figures,Toys,Action,Figures,ToyWorld,25.84,31.22,13.2
TOYACFI006,PlayTime Junior Figures,Toys,Action,Figures,PlayTime,33.13,39.36,18.78
TOYACFI007,PlayTime Fun Figures,Toys,Action,Figures,PlayTime,27.62,31.46,12.48
TOYACFI008,PlayFun Super Figures,Toys,Action,Figures,PlayFun,24.68,28.49,11.56
TOYACFI009,PlayTime Smart Figures,Toys,Action,Figures,PlayTime,35.59,41.62,18.2
TOYACVE001,PlayTime Super Vehicles,Toys,Action,Vehicles,PlayTime,30.96,36.8,13.24
TOYACVE002,KidJoy Creative Vehicles,Toys,Action,Vehicles,KidJoy,31.5,37.19,15.68
TOYACVE003,ToyWorld Junior Vehicles,Toys,Action,Vehicles,ToyWorld,35.91,43.98,20.69
TOYACVE004,KidJoy Adventure Vehicles,Toys,Action,Vehicles,KidJoy,30.82,35.15,16.15
TOYACVE005,KidJoy Smart Vehicles,Toys,Action,Vehicles,KidJoy,28.73,34.34,11.72
TOYACVE006,ToyWorld Junior Vehicles,Toys,Action,Vehicles,ToyWorld,30.51,39.44,13.59
TOYACVE007,ImagineThat Creative Vehicles,Toys,Action,Vehicles,ImagineThat,34.9,42.12,19.0
TOYACVE008,PlayFun Junior Vehicles,Toys,Action,Vehicles,PlayFun,34.43,43.31,14.67
TOYACVE009,ToyWorld Smart Vehicles,Toys,Action,Vehicles,ToyWorld,25.49,29.44,14.24
TOYACPL001,KidJoy Smart Playsets,Toys,Action,Playsets,KidJoy,34.51,38.99,20.32
TOYACPL002,ToyWorld Super Playsets,Toys,Action,Playsets,ToyWorld,29.54,35.35,17.61
TOYACPL003,PlayFun Fun Playsets,Toys,Action,Playsets,PlayFun,34.35,40.36,17.79
TOYACPL004,KidJoy Smart Playsets,Toys,Action,Playsets,KidJoy,27.42,34.34,12.08
TOYACPL005,ImagineThat Smart Playsets,Toys,Action,Playsets,ImagineThat,28.63,34.31,14.38
TOYACPL006,ToyWorld Super Playsets,Toys,Action,Playsets,ToyWorld,30.92,40.07,17.72
TOYGABO001,KidJoy Creative Board Games,Toys,Games,Board Games,KidJoy,28.88,36.19,16.33
TOYGABO002,KidJoy Super Board Games,Toys,Games,Board Games,KidJoy,30.87,35.2,18.25
TOYGABO003,ToyWorld Smart Board Games,Toys,Games,Board Games,ToyWorld,25.3,30.06,14.44
TOYGABO004,ImagineThat Smart Board Games,Toys,Games,Board Games,ImagineThat,34.15,37.99,19.76
TOYGABO005,PlayTime Junior Board Games,Toys,Games,Board Games,PlayTime,34.59,41.58,16.94
TOYGABO006,PlayTime Fun Board Games,Toys,Games,Board Games,PlayTime,31.51,34.78,18.44
TOYGABO007,PlayFun Smart Board Games,Toys,Games,Board Games,PlayFun,29.71,36.98,15.97
TOYGABO008,ImagineThat Smart Board Games,Toys,Games,Board Games,ImagineThat,32.3,37.46,13.79
TOYGABO009,ToyWorld Super Board Games,Toys,Games,Board Games,ToyWorld,28.3,32.7,15.87
TOYGABO010,ImagineThat Junior Board Games,Toys,Games,Board Games,ImagineThat,26.52,29.22,15.69
TOYGABO011,PlayFun Fun Board Games,Toys,Games,Board Games,PlayFun,35.96,45.52,19.25
TOYGABO012,KidJoy Smart Board Games,Toys,Games,Board Games,KidJoy,27.53,34.34,11.09
TOYGACA001,PlayTime Junior Card Games,Toys,Games,Card Games,PlayTime,34.0,38.37,18.63
TOYGACA002,ImagineThat Fun Card Games,Toys,Games,Card Games,ImagineThat,33.03,40.68,18.29
TOYGACA003,PlayFun Smart Card Games,Toys,Games,Card Games,PlayFun,33.18,40.57,18.89
TOYGACA004,ToyWorld Junior Card Games,Toys,Games,Card Games,ToyWorld,25.05,27.95,12.47
TOYGACA005,KidJoy Smart Card Games,Toys,Games,Card Games,KidJoy,28.88,32.15,13.9
TOYGACA006,KidJoy Fun Card Games,Toys,Games,Card Games,KidJoy,28.18,35.55,11.9
TOYGACA007,PlayTime Fun Card Games,Toys,Games,Card Games,PlayTime,35.36,45.65,14.66
TOYGACA008,ImagineThat Creative Card Games,Toys,Games,Card Games,ImagineThat,30.26,33.75,13.92
TOYGACA009,ToyWorld Junior Card Games,Toys,Games,Card Games,ToyWorld,30.0,37.24,16.77
TOYGACA010,ImagineThat Junior Card Games,Toys,Games,Card Games,ImagineThat,24.59,29.04,10.2
TOYGAPU001,PlayTime Creative Puzzles,Toys,Games,Puzzles,PlayTime,27.53,31.84,12.29
TOYGAPU002,PlayTime Creative Puzzles,Toys,Games,Puzzles,PlayTime,33.63,39.72,19.7
TOYGAPU003,KidJoy Creative Puzzles,Toys,Games,Puzzles,KidJoy,34.86,41.67,16.19
TOYGAPU004,ImagineThat Fun Puzzles,Toys,Games,Puzzles,ImagineThat,26.7,34.6,14.1
TOYGAPU005,ToyWorld Fun Puzzles,Toys,Games,Puzzles,ToyWorld,31.23,38.4,14.73
TOYGAPU006,PlayTime Junior Puzzles,Toys,Games,Puzzles,PlayTime,25.47,30.58,14.71
